Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Mescinius Considius,25,25,Greece,195,52,Retiarius,7,3,Tactics,Net,High,Superior,0.4944914364315791,Low,4.1324586930552165,Excellent,Advanced,Strong,10,Aggressive,Excellent,Glory,Entertainer,Low,Balanced,Low,Charismatic,True
Terentius Foslius,31,19,Thrace,173,75,Hoplomachus,5,1,Novice,Dagger,Low,Basic,0.6405486500761057,Low,6.040154617169636,Poor,Intermediate,Moderate,6,Aggressive,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,True
Norbanus Orchius,41,9,Numidia,183,89,Retiarius,10,1,Novice,Net,Medium,Standard,0.9064065619858961,Low,6.480886155829502,Adequate,Intermediate,Strong,11,Calculative,Good,Survival,Unemployed,Medium,Balanced,High,Humble,True
Nonius Numerius,35,15,Germania,173,87,Secutor,6,0,Novice,Gladius (Sword),High,Superior,0.5976879823563156,Low,4.155994188756765,Excellent,Basic,Strong,6,Aggressive,Excellent,Survival,Criminal,Medium,Balanced,Low,Humble,True
Ostorius Fulcinia,20,30,Rome,159,79,Murmillo,3,0,Agility,Dagger,Medium,Standard,0.48160932731175693,Low,5.196568371316326,Adequate,Expert,Moderate,3,Calculative,Excellent,Freedom,Criminal,High,Balanced,Low,Intimidating,False
Balbus Fulcinia,25,25,Thrace,171,82,Provocator,8,1,Novice,Gladius (Sword),Medium,Standard,0.7315215739206088,Low,7.47364364474337,Adequate,Intermediate,Strong,9,Stoic,Excellent,Survival,Entertainer,Medium,Balanced,High,Intimidating,True
Aulus Bruttius,24,26,Gaul,184,83,Secutor,8,1,Novice,Gladius (Sword),Low,Basic,0.8517037269300365,High,1.8673615048257124,Poor,Intermediate,Strong,9,Calculative,Excellent,Wealth,Soldier,High,Aggressive,Low,Intimidating,True
Decentius Genucius,20,30,Greece,163,81,Provocator,4,0,Novice,Gladius (Sword),Medium,Standard,0.6942338615786569,Low,2.6992050928786977,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Survival,Laborer,Low,Aggressive,Low,Intimidating,False
Catius Foslius,23,27,Numidia,172,92,Retiarius,10,3,Speed,Net,Medium,Standard,0.7056644731501441,Low,4.02566208663766,Adequate,Advanced,Strong,13,Fearful,Excellent,Vengeance,Laborer,High,Balanced,High,Humble,False
Fulcinia Sextius,26,24,Thrace,170,100,Murmillo,0,0,Novice,Dagger,Medium,Standard,0.37052885569380706,Low,3.747299622670482,Adequate,Intermediate,Moderate,0,Fearful,Excellent,Wealth,Entertainer,Low,Aggressive,Low,Charismatic,False
Genucius Matinius,20,30,Germania,173,59,Provocator,5,0,Strength,Dagger,Low,Basic,0.6161520416241104,Low,7.738291833824749,Poor,Expert,Moderate,5,Stoic,Excellent,Vengeance,Criminal,Low,Balanced,Medium,Humble,True
Cominius Orestius,23,27,Gaul,161,89,Thraex,10,4,Endurance,Sica (Curved Sword),Medium,Standard,0.7579314839108596,Low,6.719984842529788,Adequate,Advanced,Strong,14,Aggressive,Excellent,Glory,Entertainer,High,Defensive,Medium,Humble,True
Titus Servius,19,31,Gaul,175,54,Hoplomachus,6,1,Novice,Dagger,High,Superior,0.6319279701575184,Low,5.998692923589774,Excellent,Intermediate,Strong,7,Aggressive,Excellent,Glory,Laborer,High,Aggressive,High,Charismatic,True
Mamilius Laronius,18,32,Gaul,172,70,Hoplomachus,1,0,Strength,Spear,Low,Basic,0.5235270759113891,Low,7.240777895573312,Poor,Expert,Moderate,1,Stoic,Excellent,Survival,Unemployed,High,Aggressive,Medium,Charismatic,False
Paelignus Pinarus,37,13,Rome,189,96,Murmillo,10,3,Novice,Gladius (Sword),Low,Basic,0.8655537472202377,Low,6.062464569041275,Poor,Intermediate,Strong,13,Aggressive,Good,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Flavius Pinarus,27,23,Gaul,169,50,Secutor,6,1,Speed,Gladius (Sword),High,Superior,0.6287646631794704,Low,4.7210721274479095,Excellent,Expert,Strong,7,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,High,Charismatic,True
Galerius Hostilius,31,19,Gaul,177,86,Hoplomachus,4,0,Novice,Spear,High,Superior,0.5184562513030633,Low,4.8667261640917125,Excellent,Basic,Strong,4,Fearful,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Humble,True
Valerius Titus,23,27,Thrace,185,77,Provocator,12,4,Speed,Gladius (Sword),Medium,Standard,0.781533319627585,Low,5.097898579646513,Adequate,Advanced,Strong,16,Calculative,Excellent,Glory,Laborer,High,Balanced,High,Charismatic,True
Fidenas Murena,23,27,Rome,195,86,Provocator,8,0,Tactics,Gladius (Sword),Low,Basic,0.7472695757408788,Low,7.154631831643094,Poor,Advanced,Strong,8,Stoic,Excellent,Freedom,Soldier,Medium,Aggressive,High,Humble,True
Lartius Sulpicius,18,32,Numidia,151,69,Thraex,5,1,Agility,Sica (Curved Sword),Medium,Standard,0.5084209741552247,Low,5.6757213811942115,Adequate,Advanced,Moderate,6,Stoic,Excellent,Survival,Criminal,High,Aggressive,Medium,Intimidating,True
Albinius Paconius,30,20,Greece,160,102,Murmillo,6,0,Novice,Gladius (Sword),Medium,Standard,0.6799127910013599,Low,4.235095799743147,Adequate,Basic,Moderate,6,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,True
Titus Murena,43,7,Rome,169,88,Secutor,13,4,Novice,Gladius (Sword),Low,Basic,0.8860680498026311,Low,5.55914364742214,Poor,Basic,Strong,17,Calculative,Good,Glory,Entertainer,Medium,Balanced,Medium,Flamboyant,True
Numerius Iuventius,39,11,Numidia,168,69,Retiarius,12,4,Novice,Trident,High,Superior,0.7872899377399313,Low,1.0401195132137364,Excellent,Basic,Strong,16,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Marcus Avidius,26,24,Numidia,181,86,Retiarius,9,2,Strength,Trident,Low,Basic,0.6719396013775131,Low,8.06640538432761,Poor,Advanced,Moderate,11,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Charismatic,True
Ostorius Cinna,39,11,Germania,175,60,Retiarius,8,2,Novice,Trident,Low,Basic,0.7372454665827582,High,0.9748249695478368,Poor,Basic,Strong,10,Stoic,Fair,Survival,Laborer,Low,Aggressive,High,Humble,True
Egnatius Cordius,30,20,Germania,170,83,Provocator,6,2,Novice,Gladius (Sword),Low,Basic,0.5367944936591812,Low,4.32873525049612,Poor,Basic,Moderate,8,Aggressive,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Balbus Orchius,42,8,Germania,169,88,Hoplomachus,5,1,Novice,Spear,High,Superior,0.5790098444556638,Low,2.848981559219113,Excellent,Basic,Strong,6,Aggressive,Good,Glory,Criminal,Medium,Balanced,Medium,Intimidating,True
Atilius Mescinius,21,29,Gaul,171,84,Murmillo,3,0,Tactics,Dagger,Low,Basic,0.47322196288246005,Low,7.66295988445123,Poor,Expert,Moderate,3,Fearful,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Intimidating,False
Hostilius Cordius,27,23,Rome,178,79,Thraex,12,2,Speed,Sica (Curved Sword),High,Superior,0.9473599135131192,Low,4.146869766511718,Excellent,Advanced,Strong,14,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,High,Intimidating,True
Modius Cosconius,42,8,Thrace,168,88,Hoplomachus,13,2,Novice,Dagger,Medium,Standard,0.9411544947972419,Low,1.0377067389698382,Adequate,Basic,Strong,15,Fearful,Good,Vengeance,Criminal,Medium,Balanced,High,Intimidating,True
Granius Ogulnius,25,25,Thrace,181,111,Provocator,5,0,Novice,Dagger,Low,Basic,0.6523002568562185,Low,7.742862753596949,Poor,Intermediate,Moderate,5,Aggressive,Excellent,Freedom,Entertainer,Low,Aggressive,Medium,Humble,True
Duronius Gracchus,34,16,Gaul,165,84,Provocator,12,4,Novice,Gladius (Sword),Medium,Standard,0.7933522206204072,Low,1.1843553691324786,Adequate,Intermediate,Strong,16,Fearful,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,True
Marcius Laecanius,41,9,Rome,185,60,Thraex,12,5,Novice,Dagger,Medium,Standard,0.6454447475859614,Low,2.268814848341234,Adequate,Basic,Moderate,17,Calculative,Good,Wealth,Unemployed,Low,Aggressive,Low,Humble,True
Iunius Domitius,34,16,Germania,178,48,Retiarius,8,0,Agility,Net,High,Superior,0.8463434828947641,Low,3.459751316991738,Excellent,Advanced,Strong,8,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,High,Humble,True
Fidenas Lollius,37,13,Thrace,169,80,Secutor,13,2,Endurance,Dagger,Low,Basic,0.9941509071999315,High,3.077220254479772,Poor,Advanced,Strong,15,Fearful,Fair,Glory,Laborer,Medium,Balanced,High,Charismatic,True
Decentius Sulpicius,45,5,Thrace,191,43,Provocator,14,3,Novice,Dagger,High,Superior,0.8973726398839869,High,0.9091050607090501,Excellent,Basic,Strong,17,Stoic,Fair,Survival,Entertainer,Medium,Balanced,High,Charismatic,True
Munatius Sulpicius,41,9,Greece,171,92,Murmillo,5,0,Novice,Dagger,Medium,Standard,0.6859022277050046,Low,4.674289560448303,Adequate,Intermediate,Moderate,5,Fearful,Good,Freedom,Entertainer,Medium,Aggressive,Low,Charismatic,True
Nasennius Numonius,30,20,Thrace,183,88,Secutor,5,2,Endurance,Gladius (Sword),Low,Basic,0.6058868780961872,Low,5.890144254317831,Poor,Advanced,Moderate,7,Calculative,Excellent,Survival,Laborer,Low,Balanced,Medium,Intimidating,True
Manilius Catius,18,32,Thrace,182,88,Murmillo,7,2,Novice,Gladius (Sword),Medium,Standard,0.6226093493542564,Low,8.408260526241211,Adequate,Intermediate,Moderate,9,Calculative,Excellent,Survival,Entertainer,Medium,Balanced,Low,Humble,True
Cocceius Hordeonius,33,17,Rome,181,57,Retiarius,7,1,Novice,Net,Low,Basic,0.598792092826108,Low,4.809643395175415,Poor,Basic,Moderate,8,Aggressive,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,True
Mucius Manilius,18,32,Numidia,174,75,Provocator,3,0,Novice,Dagger,Medium,Standard,0.539593151472364,Low,5.283137703333239,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Survival,Soldier,Medium,Balanced,Medium,Intimidating,True
Messalla Nasidienus,33,17,Numidia,198,81,Retiarius,10,2,Novice,Net,High,Superior,0.834159035912152,Low,5.839007835737677,Excellent,Intermediate,Strong,12,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Flamboyant,True
Curtius Avidius,42,8,Numidia,170,85,Hoplomachus,9,0,Novice,Spear,Low,Basic,0.9270260461888512,Low,4.5789344406777035,Poor,Basic,Strong,9,Stoic,Good,Survival,Entertainer,Medium,Balanced,High,Intimidating,True
Numitorius Aulus,33,17,Thrace,193,83,Thraex,8,2,Novice,Sica (Curved Sword),Low,Basic,0.6892739018158618,Low,6.89614536859327,Poor,Basic,Moderate,10,Aggressive,Excellent,Survival,Entertainer,Low,Balanced,Low,Intimidating,True
Fulvius Pasidienus,34,16,Thrace,155,83,Thraex,13,3,Agility,Sica (Curved Sword),Medium,Standard,0.9122043485128096,Low,6.403041121524182,Adequate,Advanced,Strong,16,Stoic,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Humble,True
Petreius Pacilius,26,24,Thrace,173,96,Murmillo,7,0,Endurance,Dagger,Medium,Standard,0.7886302677718667,Low,7.818868959778074,Adequate,Advanced,Strong,7,Calculative,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Humble,True
Fidius Agrippa,20,30,Numidia,168,90,Provocator,4,1,Strength,Gladius (Sword),Low,Basic,0.48802980513241734,Low,5.635480446917981,Poor,Expert,Moderate,5,Stoic,Excellent,Wealth,Soldier,Medium,Balanced,Medium,Humble,False
Festinius Manilius,41,9,Numidia,176,64,Retiarius,7,2,Novice,Net,Low,Basic,0.6430484640479978,Low,1.05127787916019,Poor,Basic,Moderate,9,Aggressive,Good,Vengeance,Laborer,Low,Balanced,Low,Charismatic,True
Quintus Iunius,42,8,Thrace,157,72,Hoplomachus,13,1,Novice,Spear,Low,Basic,0.931565246496659,Low,1.026832124276758,Poor,Basic,Strong,14,Calculative,Good,Vengeance,Entertainer,Medium,Aggressive,High,Flamboyant,True
Ennius Caninius,21,29,Numidia,173,82,Retiarius,6,0,Novice,Trident,High,Superior,0.7804539588426509,Low,7.106356524612979,Excellent,Intermediate,Strong,6,Calculative,Excellent,Wealth,Soldier,Medium,Aggressive,Medium,Charismatic,True
Lacerius Quintus,38,12,Numidia,165,78,Thraex,4,1,Novice,Dagger,Low,Basic,0.5641540885623039,Low,1.008149187842869,Poor,Intermediate,Moderate,5,Calculative,Good,Glory,Laborer,Low,Balanced,Low,Humble,True
Marcius Ninnius,20,30,Greece,183,78,Retiarius,4,0,Strength,Net,Medium,Standard,0.612066964939663,Low,6.953908426370722,Adequate,Advanced,Moderate,4,Stoic,Excellent,Wealth,Entertainer,High,Balanced,Medium,Intimidating,True
Terentius Nigidius,44,6,Thrace,162,92,Secutor,14,0,Novice,Gladius (Sword),Medium,Standard,0.9548328957529683,High,1.555709741192019,Adequate,Basic,Strong,14,Stoic,Fair,Glory,Entertainer,Low,Balanced,High,Humble,True
Persius Gnaeus,32,18,Rome,162,71,Provocator,4,2,Novice,Dagger,High,Superior,0.49874548326872764,Low,9.5181796799111,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,True
Cicereius Norbanus,21,29,Rome,178,77,Secutor,6,1,Novice,Gladius (Sword),Medium,Standard,0.5994339514429189,Low,0.942561307820122,Adequate,Intermediate,Moderate,7,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,False
Valerius Calpurnius,38,12,Germania,164,95,Murmillo,14,0,Speed,Gladius (Sword),High,Superior,0.8855380965421767,High,1.0416675910903694,Excellent,Advanced,Strong,14,Aggressive,Good,Survival,Criminal,Low,Balanced,Medium,Charismatic,True
Cocceius Tarquinius,28,22,Numidia,182,78,Retiarius,7,0,Novice,Trident,Low,Basic,0.7194757648498077,Low,4.311876885046648,Poor,Intermediate,Strong,7,Stoic,Excellent,Glory,Entertainer,Medium,Aggressive,High,Humble,False
Ninnius Hirrus,33,17,Numidia,186,77,Retiarius,5,0,Tactics,Trident,Low,Basic,0.731560957617437,Low,3.4420657653960105,Poor,Advanced,Strong,5,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Humble,True
Albinius Cornelius,25,25,Gaul,184,74,Provocator,5,1,Novice,Dagger,High,Superior,0.5294556780539031,Low,6.707894275731732,Excellent,Intermediate,Strong,6,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Low,Humble,True
Didius Sulpicius,38,12,Gaul,175,103,Provocator,12,1,Novice,Gladius (Sword),Medium,Standard,0.822631397038727,High,3.657309230223623,Adequate,Basic,Strong,13,Stoic,Fair,Vengeance,Entertainer,Medium,Balanced,High,Humble,True
Tarquinius Fulvius,30,20,Greece,190,94,Provocator,5,0,Novice,Dagger,High,Superior,0.6927678156845999,Low,9.519583968115747,Excellent,Basic,Strong,5,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,False
Fulcinia Cocceius,40,10,Germania,179,72,Thraex,4,0,Novice,Sica (Curved Sword),High,Superior,0.5614320133185978,Low,2.757746929673188,Excellent,Basic,Strong,4,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,High,Humble,True
Balbus Matinius,30,20,Greece,173,85,Secutor,9,0,Novice,Dagger,Low,Basic,0.8567487369685385,Low,5.6743056968441365,Poor,Intermediate,Strong,9,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,High,Charismatic,True
Decentius Orchius,30,20,Greece,170,83,Provocator,7,2,Tactics,Dagger,High,Superior,0.6213656548655687,Low,2.6124924284139848,Excellent,Expert,Strong,9,Stoic,Excellent,Freedom,Entertainer,Low,Defensive,Medium,Humble,True
Gnaeus Duronius,33,17,Gaul,171,69,Secutor,8,4,Novice,Gladius (Sword),Low,Basic,0.5276131688459444,Low,5.358321708842583,Poor,Intermediate,Moderate,12,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,True
Calventius Pilus,45,5,Gaul,182,71,Hoplomachus,13,2,Novice,Dagger,Low,Basic,0.9784920546668294,Low,1.0266423196550614,Poor,Basic,Strong,15,Stoic,Good,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,True
Appius Mescinius,35,15,Rome,171,99,Thraex,10,4,Novice,Sica (Curved Sword),High,Superior,0.7317568552012974,Low,4.076324416803077,Excellent,Intermediate,Strong,14,Calculative,Excellent,Vengeance,Criminal,Low,Balanced,High,Humble,True
Terentius Murena,40,10,Rome,170,95,Secutor,13,3,Novice,Gladius (Sword),High,Superior,1.0181641697700594,Low,6.586526978329047,Excellent,Intermediate,Strong,16,Fearful,Excellent,Glory,Criminal,Low,Balanced,Low,Humble,True
Publius Cornificius,44,6,Germania,173,92,Provocator,16,7,Novice,Gladius (Sword),Low,Basic,0.7833463681909473,High,1.0026296827040015,Poor,Basic,Strong,23,Fearful,Fair,Survival,Entertainer,Low,Aggressive,High,Flamboyant,True
Matienus Nonius,27,23,Numidia,175,74,Thraex,11,4,Novice,Dagger,Medium,Standard,0.6676223972304256,High,3.7959255157973772,Adequate,Intermediate,Moderate,15,Calculative,Good,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,True
Gracchus Mallius,23,27,Thrace,165,69,Provocator,4,2,Novice,Dagger,Low,Basic,0.5433743060540752,Low,7.628893679652073,Poor,Basic,Moderate,6,Aggressive,Excellent,Wealth,Criminal,High,Aggressive,Low,Charismatic,False
Festinius Menenius,20,30,Rome,168,71,Hoplomachus,3,0,Novice,Spear,Low,Basic,0.5179731998637964,Low,7.609197203033776,Poor,Basic,Moderate,3,Aggressive,Excellent,Glory,Soldier,Low,Balanced,Medium,Charismatic,False
Paternus Calpurnius,38,12,Greece,169,96,Hoplomachus,4,0,Novice,Dagger,Low,Basic,0.5030727791026478,Low,4.340833650785517,Poor,Basic,Moderate,4,Fearful,Good,Glory,Entertainer,Low,Aggressive,Low,Intimidating,True
Quintus Galerius,38,12,Germania,179,64,Provocator,9,3,Novice,Gladius (Sword),High,Superior,0.7650933914141302,High,1.008830483372173,Excellent,Basic,Strong,12,Calculative,Good,Survival,Criminal,Medium,Aggressive,High,Flamboyant,True
Servius Cantilius,28,22,Rome,197,61,Provocator,3,1,Tactics,Dagger,Low,Basic,0.5147430636613014,Low,6.269641400019746,Poor,Advanced,Moderate,4,Aggressive,Excellent,Wealth,Criminal,Low,Defensive,Medium,Humble,False
Marcus Licinius,38,12,Germania,182,61,Retiarius,17,1,Novice,Trident,Medium,Standard,0.9333465512831196,High,0.9914605399031022,Adequate,Intermediate,Strong,18,Stoic,Fair,Vengeance,Laborer,Medium,Balanced,Low,Flamboyant,True
Lacerius Laberius,22,28,Germania,183,71,Hoplomachus,6,2,Tactics,Spear,Low,Basic,0.5665516293979541,Low,2.4380117417599756,Poor,Advanced,Moderate,8,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,False
Murena Antonius,19,31,Thrace,175,89,Provocator,5,1,Agility,Gladius (Sword),Low,Basic,0.5932027275398727,Low,8.086508459198766,Poor,Expert,Moderate,6,Fearful,Excellent,Survival,Unemployed,High,Aggressive,Medium,Humble,False
Ovidius Ostorius,37,13,Numidia,172,83,Murmillo,8,0,Novice,Dagger,High,Superior,0.767270799701731,Low,3.9599832971302362,Excellent,Basic,Strong,8,Fearful,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Humble,True
Numicius Pacilius,28,22,Greece,205,77,Retiarius,3,0,Agility,Trident,Low,Basic,0.5526725558810803,Low,2.014506727691655,Poor,Expert,Moderate,3,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,False
Ninnius Didius,21,29,Gaul,161,79,Hoplomachus,4,1,Tactics,Spear,Low,Basic,0.5751384462380867,Low,3.5533825128440246,Poor,Expert,Moderate,5,Fearful,Excellent,Vengeance,Entertainer,Medium,Balanced,Low,Intimidating,False
Tiberius Lucretius,33,17,Greece,184,67,Retiarius,10,4,Novice,Net,High,Superior,0.7148142398192975,Low,6.107374170396556,Excellent,Intermediate,Strong,14,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Charismatic,True
Maecilius Lacerius,21,29,Germania,170,53,Provocator,9,6,Tactics,Dagger,Medium,Standard,0.4620728752420228,High,5.954592635909075,Adequate,Expert,Moderate,15,Fearful,Excellent,Freedom,Laborer,High,Balanced,Medium,Intimidating,True
Geminius Agrippa,21,29,Gaul,174,73,Hoplomachus,8,1,Agility,Spear,Medium,Standard,0.8673103129184013,Low,6.612470898086211,Adequate,Advanced,Strong,9,Fearful,Excellent,Freedom,Soldier,High,Balanced,High,Intimidating,True
Marcius Vibius,22,28,Thrace,171,91,Secutor,6,0,Novice,Gladius (Sword),Low,Basic,0.708649481580254,Low,8.443549319136846,Poor,Basic,Strong,6,Aggressive,Excellent,Freedom,Criminal,Low,Aggressive,High,Flamboyant,True
Tiberius Vibius,44,6,Numidia,191,79,Secutor,19,1,Novice,Dagger,Low,Basic,0.95788301954745,High,3.5235316036865583,Poor,Basic,Strong,20,Aggressive,Fair,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Duronius Munatius,38,12,Rome,173,91,Secutor,13,4,Novice,Gladius (Sword),High,Superior,0.8554785901556979,High,1.4748188717471058,Excellent,Intermediate,Strong,17,Calculative,Good,Glory,Criminal,Medium,Balanced,High,Humble,True
Sextius Numicius,38,12,Rome,171,65,Thraex,10,4,Novice,Dagger,High,Superior,0.6296503919672496,High,1.0361275071318954,Excellent,Intermediate,Strong,14,Stoic,Good,Glory,Unemployed,Medium,Balanced,Medium,Humble,True
Junius Acilius,22,28,Greece,178,81,Thraex,4,1,Novice,Sica (Curved Sword),Low,Basic,0.49851101983141755,Low,6.070988615101744,Poor,Basic,Moderate,5,Aggressive,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Intimidating,False
Menenius Tarquinius,31,19,Greece,173,78,Secutor,13,4,Tactics,Gladius (Sword),Medium,Standard,0.7314491825608916,Low,3.0633924135305683,Adequate,Expert,Strong,17,Stoic,Excellent,Vengeance,Entertainer,Medium,Balanced,High,Flamboyant,False
Quintus Iuventius,33,17,Thrace,187,77,Thraex,12,2,Novice,Sica (Curved Sword),High,Superior,0.809248760639427,Low,9.673208529477604,Excellent,Basic,Strong,14,Aggressive,Excellent,Survival,Entertainer,Low,Aggressive,High,Intimidating,True
